review_id,product_id,user_id,review_title,review_content
R2L5K9DSEJSNFK,B09X7DY7Q4,AGWG6TUMPUSGJEUNI37AZRZETKPA,Ok ok for value for money,This card offer 200 mbps but it can be achieve only with scandisk card reader other with other card reader it will be near 100-130 mbps read speed..
R3IUT3P06QBO1J,B09X7DY7Q4,AHUIE3AFZ4L4DOWE6HF5XUXBWM7A,Good product,"Overall product good but 1/4"" screw is only one."
R3I104PGW6NC5D,B09X7DY7Q4,AEY6TYWTFILWUXH5SPW2EUMOLBNA,Good quality at this price range,Good quality at this price range
R3H3D0V1SJ0ZT9,B09X7DY7Q4,AFIL2POTFUFLYZ3Q22FF2S4KIC2A,Good product,Exactly fits for canon 600D
R1H77M0601ZL6T,B09X7DY7Q4,AGA5YIBRADKT7MTOS3NDW3UOM4DA,Good value for money.,Storage capacity is good. Speed seems fine. Good value for money.
R29AVRAIY0C408,B09X7DY7Q4,AGODCNPZG4Y2TY2CB4SBCJN5YXFQ,Good product,The product is good and fast enough for data transfer of images from camera. However the pricing is not friendly it should be lesser compared to Extreme Pro
R8N82LBHX7SR4,B09X7DY7Q4,AHYUQQD2MUJHFJXWYZ6KCZWI5IHQ,Similar performance to Ultra series card,I was using Sandisk Ultra 32 GB
R2NB2K5XC70FKP,B01DEWVZ2C,AFE54I72EV2YOL6POJCHHP3Q5NWA,Good maybe okay,The quality is not upto mark for the price paid. Other brands offer good quality earphones with lesser price. But per my experience none of my earphones have lasted more than 1-1.5 years.Given that this is JBL
R3623Q21H3MKP6,B01DEWVZ2C,AFKLES3QOCRLIMJWHPEJVGK4RX3Q,Defective Product Delivered, lets see how long it lasts.Can someone build a earphone which lasts couple of years? I'll buy :)
R1XVC6NEYU3ZHV,B01DEWVZ2C,AFLBOY3G7HT3TAYCHSRFBXF7M2MQ,Amazing Sound at Budget,I had purchased two units of same headset of which one was found to be defective. Since I was on travel I couldn't check the items immediately and by time I found item to be defective the return/ replacement window has elapsed.
RNFY9ZYM6195O,B01DEWVZ2C,AF2NZ4L5OXBCMZZ742VSQGWU2F3A,Not for bass lover,Build Quality is average considering JBL a global brand providing u an amazing sounding earphone under 700. Highly recommended if u r a music lover.
R3TUSIFSD4QCKJ,B01DEWVZ2C,AF6562TF5CHMMJIIAO2TQPNYVMBQ,Best one,Sound quality is awesome but not bassMic is below averageIt come out from ears if you walk fastNot for game you can't hear footsteps of enemyReview after use of 4
R22PD5EXXTFXP,B01DEWVZ2C,AGO6LBIRJDSVR7FW4BD5JS4OGLZA,Quality,5 earphones (c100si) 2 year experience
R1LXC8W3AJAQ3I,B01DEWVZ2C,AHSO2XARBV6CWGPNXNBK3CJU7FBQ,Durability,Awesome product....but resolve its tangling issue please otherwise nice product
R3U0OEWBKIO5Z3,B01DEWVZ2C,AFNLIVIY3LPQ6FEX2UHW4WGNOUAA,Superb voice quality,Nice
R3D9U8JX5A9TUJ,B01N6LU1VF,AF7IXQKBUL6NEIQG4R53LMJJUGXQ,"It takes Forever - to transfer anything. Maybe I - misunderstood ""Ultra"" or somebody missed ""Ultra-Slow"" in the model tag line.",Update:I returned the drive with money reverted back.Seller was cooperative & reverted without hassle or communication.ABOUT THE BRAND SANDISK :xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxSanDisk is an Israeli-American manufacturer of flash memory products
R35QH8XSF5Q7Q8,B01N6LU1VF,AFVFGVFOC6WUUL7VZ3ZSBDAFMPOA,Comprehensive Review of Product, including memory cards and readers
R2GIERTOOHJ61Y,B01N6LU1VF,AHIQYP5QKXYWXGJC5Z6YGIZVQTKA, Company & Seller, USB flash drives
R1C41WPHWU3HQU,B01N6LU1VF,AGCXB54PNFRXYGF7NLH66BHO6S7A,Desigh and usage, and solid state drives. As of February 2015
R1KWYGPK5B25QW,B01N6LU1VF,AGJTDMCUUNZJRJKAQGZNFBSZUAMQ,Good purchase not best, it is the third-largest manufacturer of flash memory.SanDisk was founded in 1988 by Eli Harari
R29JX6DV9W8CEX,B01N6LU1VF,AEBHV4MEUEGYYUNRYNMTNAEZFRBQ,Sd card, Sanjay Mehrotra and Jack Yuan with Sanjay mehrotra being the president & the CEO.On May 12
R2NC01NL944UV6,B01N6LU1VF,AEFIFJIV3YDBR7WKSDYX4JEQSCDA,Good Quality product, 2016
R383NYRRUUA4RG,B01N6LU1VF,AGJ7FX6Z4B7QEM6DG2BT26XG6XWA,Pendrive Quality to Aacchi H Par , SanDisk was acquired by hard drive manufacturer Western Digital in a US$19 billion deal.WHY A DUAL- DRIVE
R2SIAIJ2R8203U,B08JQN8DGZ,AGGDISUCB6COXRY7SCEYULDTYJSA,Good sound quality but not 40 hours backup!,Sound quality is good
R2SLNJ664LBZS6,B08JQN8DGZ,AEHVGO7QNRXBJXCIN7ZS2IBKCMUQ,Decent but not that impressive,enough loud at 50-60% volume. Bass is also ok. Mic quality is also good in indoor condition. Receiver can clearly listen to you. I didn't use it in noisy environment or in outdoors. Company claims there is low latency while gaming
R2PJGCDX444YME,B08JQN8DGZ,AGCTCXJXG6EKLF6ANAPIKPTAW75A,Good purchase,i don't know exactly if it works or not. Sound & call quality wise it's good one..But the problem is with battery backup. Company claim it will give battery backup of 40 hours with case. 8 hours in single charge+Additional 32 hours(4 times charge via case) This is misleading. It only gives total 25 hours playback. I've tested it myself.It will give around 7 hours backup on single charge of buds @ 50-60% volume(if you only listen to music or watching video
R39XDUIGQYNX0A,B08JQN8DGZ,AGACS7BZV5ZPI2NOFQUC4S6LVZGA, good build and good sound quality,but no call or gaming) You can charge the earbuds full only 2.5 times via case: so additional 18 hours. If you try to charge after 2nd time it will only charge the buds around 60%
R25G45DJ52J2HV,B08JQN8DGZ,AF4WE2MXXMQUPLKNPGCVP6N3K3FQ,Good for cost.,then it goes off. (After 1st charge the case has 48% battery left
R2WZN2M9J9EQUM,B08JQN8DGZ,AHX75KI55PFZY6J6PHO7A2AENXQA,Excellent,2nd time it is down to 12%
R1PTY9JK5PT866,B08JQN8DGZ,AFT3ZU3OLRGDMPBARQP3BOKLGWSA,Like the product,then 3 rd time it goes to 0%)They mentioned earbuds have 40 mah battery each
R2KD1JU029JTLX,B08JQN8DGZ,AFFB7SSARMFDEYKPBPVDII3AFIVQ,Value for money,380 mah battery in case. It is mentioned in product manual
R1LW6NWSVTVZ2H,B002SZEOLG,AGV3IEFANZCKECFGUM42MRH5FNOA,Works on linux for me. Get the model with antenna.,I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22
R3VR5WFKUS15C5,B002SZEOLG,AEBO7NWCNXKT4AESAN443HQH35FQ,Does what it say but other brands available at lesser price, it worked out of the box in both
R2F6GC79OYWUKQ,B002SZEOLG,AE7GD3VRRYQEAHDR7FXJIR23INYA,Easy Handle, didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.
R3QZ19MECGWG9A,B002SZEOLG,AHPAW24BI5X2GCX5M2LHI72VSJJQ,Great product,The wifi dongle is a simple plug & play device
R2MPU42MYK7GPO,B002SZEOLG,AE2VXY4CFO36MDSIMPG43XHNF4GA,Perfect working, will start catching available networks right after you plug it into your USB port
R33DVXFB4VYPZZ,B002SZEOLG,AHHQEKUNVETALN7DTRHUQ2WAWEKQ,Speed is perfect, no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing
R1SQ7OGFR4JRUR,B002SZEOLG,AFMIFTNTUD5PIHGONWOTRMMZ5EBA,Great Design, hence a star less.
R1S5F9QI0M1VBZ,B002SZEOLG,AHOJBIZVVIIFJKRREY4B6ESVA4KA, Build,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times
R31BXRU0GAOB26,B08HVL8QN3,AG3SQH676VN5EH4NDNGVVLML6RZQ,Ok product to buy,I haven’t used any other battery pack so will not be able to provide the exact expected performance. Simply put it is not 20
R120Q9PAHZEIEM,B08HVL8QN3,AFOCDYODRNB2UUBOTDLWKH76GP2A,Better than any other power banks,000 divide by the battery size of your phone will be the expected cycle times. If I consider this as a measure then I would say that the battery capacity is around 15000 mah
R3MSIMI8U7QZXJ,B08HVL8QN3,AE2EO67O5G5BPFX5QGUUBOF22LQQ,👍,Happy with the product
R3MLNPNLSYH11T,B08HVL8QN3,AG2W2BFO5CKP4J66NZOAEIBQODVQ,Nice product,👍
R339F0FNSVUUP1,B08HVL8QN3,AF7GDUMJMOA6YGT4OT7X2KWFRH4A,Performance is OK,But it’s very heavy
R1X6T4WG7148OB,B08HVL8QN3,AF4VQ3FUD2OLAGRSLKACCEMSMJCQ,Very Slim & easy to carry,Day by day battery life is reducing. Remaining parameters are good.
R1Y9VHIT18ERYP,B08HVL8QN3,AHVGJKIR6HAOI5KIYL2BC52ROWEA,Decent product,Slim & easy to carry for Travelling & very good looking
R32RBHMK1ESFTN,B08HVL8QN3,AGUJFMAHKPIMDPBVFWG3LBGVLF4Q,GOAT, I'm very satisfied with this product overall Good
R35VPRJY5B5Z2G,B07DC4RZPY,AHDZE7UM6PQPAOJPJJ57QUHGGTAA,Data transfer not the best,Does not always accurately read on PC
R2YMIH3T7VWAY1,B07DC4RZPY,AGMGMQ6LB27Y52XFBO7LZIGDTRQQ,Good cable for iphone,Working fine for last 3 years
R3UEQM867K8BUH,B07DC4RZPY,AHDGOGFRCP4B5THQ5VKLPGAAJE3A,Working Good,I purchased this cable to connect apple car play.Its working.
R239G66Z5L5FC8,B07DC4RZPY,AG7BFEWBPUBPVFTK47EIJDAYUBNQ,Best quality,Charges fast. Better than iphone original cable as it wont bend or cut down at the joints. Bought in lightning deal for ₹699
R1FP5V2LZY38TZ,B07DC4RZPY,AHFXFKDFNJJ3YLNGE4XLHZQ7SSFA,Fast charging,Good one
REDXMJ8ACPK8Z,B07DC4RZPY,AEWSD3QCFYD5ADR56HDWBWULBNQQ,Genuine product, fast charger
R3B40N9BGXNDWH,B07DC4RZPY,AFPLVSCWQRLSJS7O5TQZGYIKR22A,Nice product,Highly recommended
R37SJ49QGGACBN,B07DC4RZPY,AFZMFOHRXE5LIYRCW2W22ECGWLKA,Good,Good quite
R2WQHYFXQ5BCCA,B07S9S86BF,AFG3EU556AXTCQXSTGYD2ACM5H6Q,Good Sound,sound of song are good its really good or i am still using almost maybe 2 or 3 month maybe more but they still good
R3BU0MFK2ORFS6,B07S9S86BF,AF65DDTW2IWXZ4TJJ7ZMVMH7J35A,Not bad,Product is in good quality and comfortably fixed in our ears but the major issue is when we were buds for few minutes
R2A3HU0CB8SUQ4,B07S9S86BF,AEVPRYZLGHNMEZA5BYGIX36LYZXA,Best gaming earphone, it will start hurting our ears
R28DOVGVW1QZXZ,B07S9S86BF,AF2YGWDQLV72RCMMOSU2FVQCMVTQ,Some what satisfied with the boat 242--- 4.5/5,Gaming -niceSound-osm😎Disyan-nice and value for moneyThank you amezon ♥️
R26XU8W37JQI55,B07S9S86BF,AGGMCQ2FU6ORE3JKL6VUTHPQKZZA,Outstanding fantastic,Iam satisfied with the sound quality
R2S12HQMGEON44,B07S9S86BF,AGJK54UTZLRAIC27TJYRC2FITPNQ,Good purchase, 4.7/5Ok with the noise cancellation performance.But when it comes to bass quality it is some what less than the boat 225. Not too much low
R2NVYGBTVG3FJR,B07S9S86BF,AECA5GYEXI5PM7SREQZXQQBLP5PA,Nice product, clarity in the bass is some what Missing
R3VG49O0264FQ9,B07S9S86BF,AGVJCBYEOVBLWDFZ42IPRVYU25RQ,Good quality, light weight when compared to boat 225. Finally boat 242 is good at. Its price range.
RU4VUDDZCAKWJ,B00A0VCJPI,AG2X6MXVRQJD5VE7SYKNUNWVOQRQ,Okay to use,It's a china product to be clear. Look and feel is good. Base of the device is little wider
R3F278LDDKWR82,B00A0VCJPI,AHHZNQQE76XX2RN65TJO57ZXDDLQ,Worthy product ...!!!!👍, so if you have 3-pin socket points consecutively then ysing the next socket could be difficult.The wi-fi signal strength is good as extender but it reduces internet speed. For example my internet speed is 30 mbps which I get if directly connected to my primary router / network. But if connected through extender it downgrades to 18-19 mbps. Overall okay to use. I would have been happy to see a made in India device as the price is also not very low
R1NBKTUA3TDF0X,B00A0VCJPI,AGQ36NZXZMWU5W2JFXIK5GCM4MUA,Single band. 2.4 ghz only, but unfortunately India is not manufacturing any.. it seems.
R1SXNGZHUU7T1A,B00A0VCJPI,AFBV4HQOSFPQYP63ELMOYRE32V6A,Difficult,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/716UbI+jJjL._SY88.jpg
R19G9M4DV85UZR,B00A0VCJPI,AH6SINCM4KQ3L4MEBRPK3MNHX6HA,Valued for money,Single band is an ancient technology.This device will supply only 2.4 ghzThat means 5ghz will not be available in your room where you choose to use this.
RI0WQOZ9OHFQR,B00A0VCJPI,AHSLNF7XKYX4LHL3JCCWY2KKNEAA,So far all is good,It was difficult to use and install at first
RMHY4XGSZT7UR,B00A0VCJPI,AGNSJO5LAO5FKSHPW3UDKZQLPONQ,Ok, after that it’s been working perfectly with great signal strength!
R84PM9B4EXEQX,B00A0VCJPI,AGSA37ZLXWHMSL74K3NMUHKGHWXA,it’s for 2.4Ghz,It is a good product valued for money but I think it should be sometimes give low speed
R1O3A2CX9YG69H,B08TV2P1N8,AHDTCW665XEPKY4WAUG3DREFCCYQ,The rebel with a defect,Writing this review after 10 months of usage. First about the product itself.  It's sound quality is very good. Bass lovers will just love it. Average mids and high.  It lasts about 25-28 hrs with a full charge. Also tested on heavy rain while driving ( don't worry 
R1OPAHCYQF1OK4,B08TV2P1N8,AGPE4RKV5YRZPGLXQ46D7DMCFDLA,Nice product, earphones were not plugged in.. 😂). It was on my neck. But there was no water ingress.Now the major problem kicks in . After 10 months left speaker was not working. So 
R1N6RV1W0LKGWB,B08TV2P1N8,AHDKSXMFH5GRBJ6QJAPSEKXC6AYQ,Really good product," I registered a complaint on boat website. They picked my earphone for replacement.  But later it was replaced with "" rockerz 255 pro "" instead of "" rockerz 255 pro + "" . Why ? Even after a lot of conversations with boat support they didn't provide me my model . Now I've to stick with these low quality ear peace. Hence "
R1MXGMA3JKL1YI,B08TV2P1N8,AF7PR2PDWUSBNAQWPFIBW4J5OHBA,Awesome charging backup 👍,Try to avoid boat online support for warranty claim and better visit physical service entre. Good luck.Edit : After having conversation with higher authorities on Twitter
RAHUCIL8N8IK5,B08TV2P1N8,AGAWIQ7HOF4I2AFI7CD5ENI7BCDQ,Value for price, they replaced the same with my model .Edit 2 : from first day onwards after receiving the replacement product I was in doubt that the sound quality was decreased a lot. So
RCYPHGHZYUAAE,B08TV2P1N8,AFF5TLCH4IYWCZK3FG64LZ4FHRHA,Value for money, again I replaced with the authorized service centre for flat ( no/ very low bass)  sound.  But the 2nd replacement is also same. I thought I've some issues with my ear lol 😆 . But today when I listened to my friends rockerz 255 pro + (same as mine but the retail unit) I was surprised and thankful too . My ear was not damaged . It had the same punchy bass and that signature sound which was absent from my replacement unit.So
R37WU40YNTLIYU,B08TV2P1N8,AFR53YXK7LLTSYXP3UALTFVDQCAA,Bluetooth service centre not available, I can conclude by saying the replacement product will not have that signature sound as the retail unit.If anybody has experienced the same please comment.Thanks
R2JHL897G4Y4LF,B08TV2P1N8,AHO4LIQVYAUKT6MMF4Y7MN5Z57YQ,good quality,I would recommend it very strongly if you want a budget friendly gaming earphone sometimes may feel a lag after purchasing but after some time it works very fine but it also has some cons like the build quality my earbuds gone worn off by normal daily use as well as there rubber quality is not that much good also mic it is not that good but it is okay so it is the best earphone under your budget....If aman gupta is watching this review you may gift me a earphone 😉😅
R33U0ERE0GVMNJ,B09MT6XSFW,AGKL2QQZYTI6LCC4CDJEGIV3EDUQ,Good deal,It's a good deal to get the SD card in this price
R1CQTXZAM4625F,B09MT6XSFW,AGFI73CMZKYLOYXJFEQBOGGVTTMA,Looking is fake product... Storage capacity 58gb.. Menstion64gb., but it was even less in Reliance digital. But as I needed in 1 day it's fine to order.
R1YR920UPA7YH0,B09MT6XSFW,AELXR5NQFM7D6VMAQLQ75LZKBRQA,A nice gadget.,Looking or fake product...
ROOP0SB30EBY3,B09MT6XSFW,AEOFVQUVTVP7AU7TM7IZBXJC3NOA,Nice and good,Storage is perfect
R32BCBNUXTRTEL,B09MT6XSFW,AHG33QRWJPAIDBY3URAHOVO67T5A,Trusted brand,Package quality not good
R11PB4N9WB3VCS,B09MT6XSFW,AEWCPYNJLQRK7UW54HDWPA45R6SA,with adapter!,Installation was easy.i got it for my tablet.i had a confusion bw this and SanDisk and finalised this one coz mine is s6lite.free spce shown as 119 gb..it's been only two days.no problem faced.will update if any issues arise.
RQ5FP6ADSIS6O,B09MT6XSFW,AHLDP6L4GQIF7MJWWMNALXNQXYEQ,I liked it's performance and quality.,I have purchased this card 3 times. In first two times
R91WZEICT9YIM,B09MT6XSFW,AG5TXJG5DJ554EJX2GMQL67ZCP2Q,Good quality, they delivered fake sd card with the same samsung branding but thanks to Amazon for accepting return request. In third time I got this genuine Samsung Evo Plus SD Card 64gb. I purchased this card in Rs. 599. You can also get this at less price during offer season. The least price I have seen is Rs. 539.Performance is almost good as I expected.Write Speed is about 17 to 25 mbps and Reading speed is around 35 to 45 mbps. But I did not tested reading speed too much. May be you will get better reading speed. Adapter is also good quality and performing good.Thank You...🙂
R3LJ3MMSH7Z1BT,B09N3ZNHTY,AGGDISUCB6COXRY7SCEYULDTYJSA,Beast in budget!,Bought it in January
RPYZX0CFFJI72,B09N3ZNHTY,AETIHYK5L5TW5NKHBPOWXAKS4MBQ,Fake negative reviews.,posting it in August. So i've used it almost 6 months and giving honest review.In short if you are getting it during sale time @899-999
R358NYWUQLR163,B09N3ZNHTY,AH77PFYHLOMFUSAQTGZKB3Y3GLRQ,great product under low price range,then it's a steal deal..also in regular price b/w 1299-1499 it's a good product..Sound quality is good. Enough loud at 50-60% volume. Bass is also ok. Whenever needed it produces punchy bass. Overall balanced.Mic quality is good in indoor condition
R1BFOK13WV2QLM,B09YDFDVNS,AE27UOZENYSWCQVQRRUQIV2ZM7VA,Centre key,Phone is ok except middle button it’s a headache.  rest all is good battery lyf is about 10-12 hrs when fully charged
R3H97FN1H50F7F,B09YDFDVNS,AGMYSLV6NNOAYES25JDTJPCZY47A,Nice phone,Superb battery life for more then 3 days
